Name,Ingredients
Jodhpuri Kabuli,"cashew nuts, black cardamom, wheat brown bread, rice, ghee, fennel seeds, cardamom podsseeds, cauliflower, potato skin, green peas, black peppercorns, red chilli powder, raisins, curd, onion, lemon, cumin seeds, pomegranate fruit kernels, turmeric powder, cloves"
Hariyali Dum Aloo - Potatoes In Spinach Mint Curry,"salt, ginger, spinach, ghee, red chilli powder, baby potatoes, cloves garlic, cinnamon stick, mint leaves, clove onion, turmeric powder, green chillies, garam masala powder"
"Vegetable Sizzler With Potato Tikki, Mint Rice & Corn and Spinach Sauce","salt, green beans, aloo tikki, spinach, milk, flour, cloves garlic, carrot, sweet corn, green bell pepper, mint rice, butter"
Tempura Chicken Wings With Barbecue Sauce,"salt, ginger, corn flour, eggs, barbeque sauce, chicken wings, cloves garlic, chilli vinegar, pepper, wheat bread crumbs"
Moong Dal Tikki,"salt, yellow moong dal, ginger, corn flour, cumin powder, amchur, coriander leaves, paneer, chaat masala powder, green peas, onion, green bell pepper, green chillies, sunflower oil"
Mughlai Zafrani Murg,"salt, cumin powder, garam masala powder spinkle, coriander leaves, saffron strands, red chilli powder, curd, chicken, lemon, coriander powder"
Mixed Vegetables Oats Idli,"salt, cumin powder, ginger, green chilli, asafoetida, mustard seeds, coriander leaves, carrot, curry leaves, curd, white urad dal, baking soda, onion, lemon, peanuts, green bell pepper, sooji, instant oats, sunflower oil"
Gajar Methi Poriyal - Carrot Fenugreek Stir Fry,"salt, coriander leaves, methi leaves, carrot, curry leaves, dry red chillies, onion, cumin seeds, coconut oil, coriander powder, turmeric powder"
Agathi Keerai,"salt, yellow moong dal, asafoetida, mustard seeds, coconut, jaggery, dry red chillies, cumin seeds, agathi keerai, sunflower oil"
Simple Lemon Tea,"lemon, water, brown sugar, honey"
Bengali Dimer Chop,"salt, ginger, corn flour, coriander leaves, potato boiled, flour, dry red chilli, onion, garlic, cumin seeds, wheat bread crumbs, black pepper powder, eggs, turmeric powder, green chillies, garam masala powder, sunflower oil"
Traditional Anarsa With Curd (Apoopa),"ghee, curd, poppy seeds, caster sugar, rice days"
Bengali Steam Doi,"hung curd, pistachios, milk, raisins, strawberries, cardamom powder, condensed milk"
Stuffed Butter - Stuffed Spice Gravy,"tomato, salt, cumin powder, ginger, green chilli, karela, paneer, mint leaves, red chilli powder, cloves garlic, coriander leaves, sugar, onion, black pepper powder, coriander powder, potato, garam masala powder, sunflower oil"
Khakhra Pizza With Cheese Spread & Roasted Vegetables,"tomato, basil leaves, red chilli flakes, britannia cheese peppy pizza, pizza, sweet corn, green bell pepper, wheat khakras"
Gluten Free Rajgira Barfi,"cashew nuts, ghee, rajgira flour, jaggery, cardamom powder"
Gobi Ke Kofte (Cauliflower Fritters In Spicy Gravy),"black cardamom, salt, bay leaf, cauliflower, red chilli powder, water, onion paste, curd, ginger garlic paste, coriander leaves, cinnamon stick, gram flour, coriander powder, turmeric powder, green chillies, sunflower oil"
Shahi Vegetable Pulao,"cashew nuts, basmati rice, salt, cardamom podsseeds, ghee, green chillies split, saffron strands, milk, mint leaves, cauliflower, carrot, raisins, cinnamon stick, cumin seeds"
Chow Chow And Beans Poriyal,"salt, green beans, chana dal, coconut, mustard seeds, curry leaves, white urad dal, onion, cumin seeds, chayote skin, turmeric powder, green chillies"
Kuthiraivali Upma Kozhukattai (Barnyard Millet Steamed Dumplings),"salt, mustard seeds, coconut, asafoetida, sesame oil, curry leaves, white urad dal, barnyard millet, green chillies"
Ellu Sadam - South Til Pulao,"cashew nuts, basmati rice, salt, coconut, mustard seeds, ghee, curry leaves, white urad dal, dry red chillies, peanuts, sesame seeds"
Sun Dried Raw Mango Raita-Ambula Rai,"salt, mustard oil, mustard seeds, coconut, dry green mango, curd, sugar, dry red chillies, curry leaves, green chillies"
Kerala Chakka Chased Ari Payasam - Jagapriyat Brown Rice Kahir,"cashew nuts, brown rice, ghee, cardamom podsseeds, milk, jackfruit"
Bengali Kosha Mangsho- Spicy Mutton Curry,"salt, coriander leaves, mustard oil, cardamom podsseeds, red chilli powder, ginger garlic paste, curd, cinnamon stick, mutton, cumin seeds, onion, turmeric powder, cloves"
Chana Pulao - Spicy Chickpea Pulao,"tomato, basmati rice, kashmiri red chilli powder, coriander leaves, anardana powder, ajwain, cloves garlic, kabuli chana, onion, water pressure rice, mace strand, turmeric powder, salt, red bell pepper, black cardamom, curd oil, green chilli, cardamom podsseeds, mint leaves, garam masala powder, dry fruits assorted, kasuri methi, ginger, ghee, bay leaf, saffron strands, cinnamon stick, cloves"
Orange Marmalade Tea Cake,"salt, wheat flour, baking powder, buttermilk, virgin olive oil, orange marmalade jam ed then cooled, baking soda, orange juice, almond meal, eggs, caster sugar, flour, orange marmalade jam brush on the cake"
Parsi Mawa Cake (Tea Time Cake Flavored with Cardamom & Pistachios),"baking powder, salt, khoya, pistachios, milk, sugar, cardamom powder, eggs, almonds, flour, butter"
Carrot Cauliflower Peas Sabzi - Gajar Gobi Matar Sabzi,"salt, bay leaves, ajwain, cauliflower, green peas, carrot, cinnamon stick, black pepper powder, coconut oil"
Taco Chaat,"tomato, cheetos, green chilli, sev, anardana powder, chaat masala powder, red chilli powder, curd mixed sugar, sweet chutney, green seedless grapes, coriander leaves, onion, lahsun ki chutney, sweet corn, potato, boondi spicy, green chutney, taco shells"
Gooseberry Juice - Whole Gooseberry Juice,"tomato, salt, cumin powder, arhar dal, ginger, green chilli, tamarind water, ghee, mustard seeds, asafoetida, kashmiri red chilli powder, amla, cloves garlic, curry leaves, sugar, coriander leaves, coriander powder, turmeric powder"
Fish Tandoori,"salt, cumin powder, coriander leaves, tandoori masala, red chilli powder, ginger garlic paste, curd, onion, fish nicely bs on pompano, coriander powder, green chillies, garam masala powder, sunflower oil"
Puran Poli | Gujarati & Maharastrian | Sweet Spiced Stuffed Paratha With Jaggery,"salt, wheat flour, arhar dal, nutmeg powder, ghee, saffron strands, jaggery, gram flour, cardamom powder, sunflower oil"
Ginger Garlic Tofu Curry,"coconut milk, sweet spicy red chilli sauce, spring onion greens, ginger, vegetable stock, salt, corn flour dissolved, soy sauce, carrot, spring onion, garlic, black pepper powder, tofu, turmeric powder, green chillies, garam masala powder"
Muesli and Oats Waffle with Apricots,"baking powder, salt, date syrup, eggs, apricots, milk, muesli, oats flour, cinnamon powder"
Prawns Biryani,"clove powder, basmati rice, salt, bay leaves, cardamom podsseeds, fennel seeds, ajwain, prawns deveined, red chilli powder, curd, cinnamon stick, onion, lemon, mint leaves, turmeric powder, cloves, star anise, sunflower oil"
Rye  Sandwich With Cucumber And Eggs,"cheese, salt, britannia, eggs, cucumber, rye bread other meal bread, butter, pepper"
Enchiladas Stuffed With Beans and Tartare Dip,"tomato, del monte tartare dip, cumin powder, spring onion greens, coriander leaves, red chilli powder, virgin olive oil, wheat flour tortilla, onion, garlic, rajma, lemon, cheese, flour, dried oregano"
Banarasi Tomato Chart - Spicy Tomato Chaat,"tomato, pav bhaji masala, cumin powder, ginger, black salt, green chilli, salt, namak para, coriander leaves, sev granish, potato, chaat masala powder, red chilli powder, onion, lemon, garam masala powder, sunflower oil"
Jowar Jo Dodo - Sindhi Sorghum Roti,"salt, green chilli, coriander leaves, jowar flour, ghee the dodas, methi leaves, onion, sunflower oil"
No Bake Eggless Dark Chocolate Fudge With Nuts,"salt, dark chocolate compound, condensed milk, cocoa powder, butter, mixed nuts"
Carrots Dill and Peanut Sadam - South Stir Fried Rice,"dill leaves, asafoetida, mustard seeds, black sesame seeds, coconut, rice fully, sesame oil, carrot, curry leaves, white urad dal, dry red chillies, onion, peanuts, chana dal, sesame seeds white"
Fenugreek Paneer Bhurji in Creamy Gravy,"tomato, salt, ginger, paneer crumbed, methi leaves, red chilli powder, cloves garlic, coriander leaves, onion, cumin seeds, kasuri methi, green bell pepper, turmeric powder, green chillies, garam masala powder, sunflower oil"
Manipuri Karotkhabi Kanghou - Bitter Gourd & Potato Stir Fry,"salt, karela, potato pealed, red chilli powder, onion, cumin seeds, turmeric powder, green chillies, sunflower oil"
Spinach And Soya Sub Sandwich,"salt, tomato pasta sauce, spinach, eggs, virgin olive oil greasing, soy water, cloves garlic, french bread rolls, mozzarella cheese, feta cheese, pepper, parmesan cheese, wheat bread crumbs, butter, dried oregano"
Multigrain Pizza with Roasted Vegetables,"salt, wheat flour, pizza pasta sauce, dried oregano pizza, green zucchini, mozzarella cheese, water, dry yeast, virgin olive oil, ragi flour, green bell pepper, button mushrooms, sesame seeds, instant oats, pepper"
Lebanese Fattoush Salad,"tomato, salt, red bell pepper, tme leaves, pepper, red wine vinaigrette, cloves garlic, virgin olive oil, red chilli powder, spring onion, iceberg lettuce, parsley leaves, lemon, cucumber, mooli mullangi, gram feta cheese, wheat pita bread"
Greek Yogurt Chocolate Mousse,"hung curd, mint leaves, sugar, vanilla, dark chocolate"
Chettinad Keerai Mandi With Amaranth Greens,"salt, green chilli, mustard seeds, sesame oil, white urad dal, dry red chillies, mandi, green amaranth leaves, coconut milk"
Mung Pani - Whole Green Mung Soup,"salt, ghee, asafoetida, lemon, cumin seeds, black pepper powder, green moong dal"
Succotash,"salt, spring onion greens, red bell pepper, corn kernels, cloves garlic, onion, rajma, lima beans, pepper, butter"
Eggless Boston Cream Cupcake - Vegan Option,"baking powder, salt, bananas, badam roast ground, baking soda, sugar, coconut milk, gram dark chocolate compound, custard powder, flour gluten free flour, gram butter, sunflower oil"
Chettinad Chickens Togayal (Horsegram Chutney),"salt, mustard seeds, tamarind gooseberry, cloves garlic, black peppercorns, curry leaves, dry red chillies, onion, cumin seeds, horse gram dal, sunflower oil"
Thecha Paniyaram,"idli dosa batter, salt, coriander leaves, cloves garlic, badam, coriander leaves hand full, sooji, green chillies, sunflower oil"
Sweet Potato And Moong Sprouts Cutlet,"salt, ginger, kashmiri red chilli powder, amchur, coriander leaves, purple cabbage, chaat masala powder, green moong sprouts, poha ground, onion, lemon, mint leaves, green chillies, sweet potato, sunflower oil"
Farfalle In Creamy Mushroom Sauce,"salt, mixed herbs dry, pasta farfe, cloves garlic, virgin olive oil, dried mushrooms porcini, onion, black pepper powder, parmesan cheese"
Mangalore Bajji - shot time,"salt, coconut, coriander leaves, curd sour, baking soda, flour, green chillies, sunflower oil"
S'mores Cake,"baking powder, wheat flour, graham cracker crumbs, heavy whipping cream, milk, molasses, water, eggs, dark chocolate, brown sugar, eggs, lemon, caster sugar, flour, butter"
Roz Gulkand Firni,"cashew nuts, dried rose milk, pistachios, rose water, rose water rooh afza, dried rose, condensed milk, gulkand, sugar, milk, cardamom powder, fennel powder, badam, rice water min"
Andhra Pappu Urumindi,"salt, mustard seeds, dry coconut, curry leaves, white urad dal, dry red chillies, coriander seeds, cumin seeds, methi seeds, tamarind, turmeric powder, chana dal, sunflower oil"
Banana Stem Poriyal With Curry Powder,"salt, cumin powder, mustard seeds, red chilli powder, gram flour, curd, curry leaves, onion, curry powder, banana stem outer layer, cumin seeds, turmeric powder, sunflower oil"
Kerala Appam - Fermented Rice Pancakes With Coconut,"salt, rice, coconut, sugar, dry yeast, water"
Burnt Orange Panna Cotta,"orange, milk, sugar, orange orange, gelatin"
Desi Masala Pasta In,"tomato, salt, penne pasta other pasta, mint leaves, red chilli powder, cloves garlic, virgin olive oil, carrot, onion, sweet corn, coriander powder, turmeric powder, garam masala powder"
Karnataka Majjige Huli - Tasty Buttermilk Rasam,"salt, ginger, coconut, mustard seeds, cloves garlic, curry leaves, dry red chillies, onion, cumin seeds, black pepper powder, buttermilk, coriander powder, sunflower oil"
Mediterranean Pumpkin Kibbeh,"salt, wheat, red bell pepper, hung curd, mixed herbs, eggs, virgin olive oil, cloves garlic, red chilli flakes, parangikai pumpkin skin, onion, lemon, black pepper powder, pomegranate fruit kernels, flour, wheat bread crumbs, dried oregano"
Lentil Dal with Coconut Milk,"tomato, salt, ginger, kashmiri red chilli powder, ghee, coriander leaves, green toor dal, cloves garlic, dry red chillies, onion, cocunut, lemon, curry powder, panch phoran masala, coconut milk, turmeric powder, green chillies"
Egg Manchurian,"sweet spicy red chilli sauce, salt, spring onion greens, cloves garlic, soy sauce, sugar, onion, vinegar, eggs, green chillies, sunflower oil"
Bangaladumpa Thalimpu - Potato Stir Fry,"garlic cloves, salt, mustard seeds, coconut, asafoetida, potato, gram dal, red chilli powder, curry leaves, dry red chillies, sunflower oil"
Raw Jackfruit Poriyal - South Raw Jackfruit Stir Fry,"green chillies, salt, asafoetida, mustard seeds, coconut, curry leaves, white urad dal, lemon, black pepper powder, jackfruit, turmeric powder, chana dal"
Togarikaayi Usli (Green Pigeon Peas),"salt, coriander leaves, mustard seeds, green toor dal, garlic, green chillies, butter, sunflower oil"
Eggless Checker Board Cookies,"salt, milk, water, sugar, vanilla, cocoa powder, flour, butter"
Japanese Chicken Udon Soup,"salt, ginger, boneless chicken, chicken stock, soy sauce, carrot, spring onion, udon noodles, sweet corn, button mushrooms, eggs, cabbage"
Healthy Black Bean Stuffed Burrito With Amaranth And Quinoa,"salt, canned black beans, red bell pepper, mango pickle sauce, sour, coriander leaves, cloves garlic, virgin olive oil, water, mozzarella cheese cheese, lemon, sweet corn, mixed grains amaranth, tortillas"
 Goan Brinjal Bharta  In Hindi),"coriander leaves, coconut, saltoil, eggsplant, tamarind marble, onion, tamarind paste, green chillies"
Zucchini Pesarattu,"salt, ginger, chana dal, rice, asafoetida, onion, green zucchini, green moong dal, green chillies, sunflower oil"
Open Bean and Veggies Burrito Muffin,"cheese, salt, spring onion greens, rice, red chilli flakes, wheat flour tortilla, jalapenos, tomato salsa, lemon, mixed vegetables broccoli, rajma, parsley leaves, pepper, dried oregano"
Chicken Malai Kebab (Reshmi Kebab),"boneless chicken breasts, salt, corn flour, hung curd, coriander leaves, cardamom podsseeds, mozzarella cheese, cloves garlic, ginger garlic paste, lemon, garlic powder, black pepper powder, green chillies, sunflower oil"
Homemade Thengai Sevai - Coconut Idiyappam,"ginger, mustard seeds, coconut, idli rice, sesame oil, curry leaves, white urad dal, dry red chillies, peanuts, green chillies"
Thai Steamed Buns,"salt, wheat flour, english cucumber, soy sauce, dry yeast, carrot, jalapenos, sugar, chilli vinegar, flour, red chilli sauce, cabbage"
Mini Pita Pizza With Tahini Roasted Vegetables,"tahini, red bell pepper, mini pita breads circles from the center, onion, cheddar cheese, green zucchini, tomato basil pasta sauce"
Non-Fried Vegetable & Oat Manchurian Balls In Sweet & Spicy Oat Sauce,"salt, wheat flour, ginger, corn flour, vegetable stock water, cauliflower, cabbage miced, carrot, spring onion, cloves garlic, soy sauce, tomato ketchup, sriracha sauce, sunflower oil sunflower oil, green bell pepper, sunflower oil pan, rolled oats instant oats, red chilli sauce, green chillies, pepper"
